,Name,운영체제(OS),CPU,램,그래픽,저장장치,파워,무게(kg),PD충전,CPU_Score,GPU_Score,inch,ppi,Screen_Brightness,Screen_Refresh_Rate,Manufacturer,Value_Point,Value_for_Money_Point,Price_won,Launch_Date_CPU,inch_per_kg
266,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.575193030078097,464.59941917317474,1290000.0,2021.05,6.933333333333334
267,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 16GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.591322062336162,465.94350519468014,1290000.0,2021.05,6.933333333333334
268,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 32GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.655838191368419,435.06447625910914,1390000.0,2021.05,6.933333333333334
269,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 64GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.784870449432936,340.2864970254668,1790000.0,2021.05,6.933333333333334
270,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN11,윈도우11(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.623957614841309,562.395761484131,1090000.0,2021.05,6.933333333333334
271,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN11 16GB램,윈도우11(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.656215679357438,565.6215679357439,1090000.0,2021.05,6.933333333333334
272,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN11 32GB램,윈도우11(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.655838191368419,514.1671083062199,1190000.0,2021.05,6.933333333333334
273,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN11 64GB램,윈도우11(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.784870449432936,482.0725374527447,1290000.0,2021.05,6.933333333333334
274,MSI GF시리즈 Sword GF66 A11SC-i5 화이트,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.575193030078097,511.4855990897336,1090000.0,2021.05,6.933333333333334
275,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 16GB램,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.591322062336162,477.8907745586464,1170000.0,2021.05,6.933333333333334
276,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 32GB램,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.655838191368419,438.4370690983271,1290000.0,2021.05,6.933333333333334
277,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.575193030078097,506.83573000709976,1190000.0,2021.05,6.933333333333334
278,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 16GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.591322062336162,517.7150057718668,1170000.0,2021.05,6.933333333333334
279,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 32GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.655838191368419,435.06447625910914,1390000.0,2021.05,6.933333333333334
280,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 64GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,2.25,,15856.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.784870449432936,340.2864970254668,1790000.0,2021.05,6.933333333333334
281,MSI GF시리즈 Sword GF66 A11SC-i7 블랙,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.631147472849181,450.4917978279344,1250000.0,2021.05,6.933333333333334
282,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.6472765051072455,406.2788852595141,1390000.0,2021.05,6.933333333333334
283,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.711792634139504,359.23224114084934,1590000.0,2021.05,6.933333333333334
284,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.631147472849181,433.16519021916776,1390000.0,2021.05,6.933333333333334
285,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.6472765051072455,434.4058850082497,1390000.0,2021.05,6.933333333333334
286,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.711792634139504,380.7861756093003,1590000.0,2021.05,6.933333333333334
287,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.8408248922040205,358.3328154726393,1720000.0,2021.05,6.933333333333334
288,MSI GF시리즈 Sword GF66 A11SC-i7 화이트,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.812890781016649,395.43474700793536,1470000.0,2021.05,6.933333333333334
289,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.712170122128522,442.8038854363196,1290000.0,2021.05,6.933333333333334
290,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.711792634139504,287.0247554843972,1990000.0,2021.05,6.933333333333334
291,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.8408248922040205,381.75326092836735,1530000.0,2021.05,6.933333333333334
292,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.812890781016649,403.672970903934,1530000.0,2021.05,6.933333333333334
293,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.6472765051072455,434.4058850082497,1390000.0,2021.05,6.933333333333334
294,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.909664974565036,383.7444788678594,1630000.0,2021.05,6.933333333333334
295,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,2877.0,15.6,141.0,250.0,144.0,MSI,5.8408248922040205,367.3474774971082,1680000.0,2021.05,6.933333333333334
296,MSI GF시리즈 Sword GF66 A11UC 블랙,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.708073619138644,358.9983408263298,1590000.0,2021.05,6.933333333333334
297,MSI GF시리즈 Sword GF66 A11UC 블랙 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.675438066633497,446.8848871364958,1270000.0,2021.05,6.933333333333334
298,MSI GF시리즈 Sword GF66 A11UC 블랙 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.739954195665755,370.3196255268229,1550000.0,2021.05,6.933333333333334
299,MSI GF시리즈 Sword GF66 A11UC 블랙 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.868986453730271,341.2201426587367,1720000.0,2021.05,6.933333333333334
300,MSI GF시리즈 Sword GF66 A11UC 블랙 W10,윈도우10,인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.659309034375432,475.57218776264136,1280000.0,2021.05,6.933333333333334
301,MSI GF시리즈 Sword GF66 A11UC 블랙 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.659309034375432,353.7068146484645,1690000.0,2021.05,6.933333333333334
302,MSI GF시리즈 Sword GF66 A11UC 블랙 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.675438066633497,354.7148791645935,1690000.0,2021.05,6.933333333333334
303,MSI GF시리즈 Sword GF66 A11UC 블랙 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.739954195665755,434.8450148231632,1410000.0,2021.05,6.933333333333334
304,MSI GF시리즈 Sword GF66 A11UC 블랙 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.868986453730271,326.05480298501504,1890000.0,2021.05,6.933333333333334
305,MSI GF시리즈 Sword GF66 A11UC 화이트,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.659309034375432,496.4306170504765,1140000.0,2021.05,6.933333333333334
306,MSI GF시리즈 Sword GF66 A11UC 화이트 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.675438066633497,446.8848871364958,1270000.0,2021.05,6.933333333333334
307,MSI GF시리즈 Sword GF66 A11UC 화이트 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.739954195665755,370.3196255268229,1550000.0,2021.05,6.933333333333334
308,MSI GF시리즈 Sword GF66 A11UC 화이트 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.868986453730271,341.2201426587367,1720000.0,2021.05,6.933333333333334
309,MSI GF시리즈 Sword GF66 A11UC 화이트 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.659309034375432,404.23635959824514,1490000.0,2021.05,6.933333333333334
310,MSI GF시리즈 Sword GF66 A11UC 화이트 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.675438066633497,379.9456446281839,1583750.0,2021.05,6.933333333333334
311,MSI GF시리즈 Sword GF66 A11UC 화이트 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.739954195665755,358.7471372291097,1690000.0,2021.05,6.933333333333334
312,MSI GF시리즈 Sword GF66 A11UC 화이트 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,3835.0,15.6,141.0,250.0,144.0,MSI,5.868986453730271,326.05480298501504,1890000.0,2021.05,6.933333333333334
313,MSI GF시리즈 Sword GF66 A11UD 블랙,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,4459.0,15.6,141.0,250.0,144.0,MSI,5.7264168491933205,350.0254797795428,1636000.0,2021.05,6.933333333333334
314,MSI GF시리즈 Sword GF66 A11UD 블랙 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,4459.0,15.6,141.0,250.0,144.0,MSI,5.693781296688173,392.6745721853913,1450000.0,2021.05,6.933333333333334
315,MSI GF시리즈 Sword GF66 A11UD 블랙 24GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 24GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,4459.0,15.6,141.0,250.0,144.0,MSI,5.726039361204302,309.5156411461785,1850000.0,2021.05,6.933333333333334
316,MSI GF시리즈 Sword GF66 A11UD 블랙 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,4459.0,15.6,141.0,250.0,144.0,MSI,5.75829742572043,364.4492041595209,1580000.0,2021.05,6.933333333333334
317,MSI GF시리즈 Sword GF66 A11UD 블랙 64GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 Ti / TGP: 60W / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,2.25,,20824.0,4459.0,15.6,141.0,250.0,144.0,MSI,5.952223300806224,336.2838023054364,1770000.0,2021.05,6.933333333333334
