,No,Name,운영체제(OS),CPU,CPU_Launch_Date,램,그래픽,저장장치,파워,inch,무게(kg),inch_per_kg,PD충전,CPU_Score,GPU_Score,ppi,Screen_Brightness,Screen_Refresh_Rate,Display_Point,Manufacturer,Value_Point,Value_for_Money_Point,Price_won
1183,19262153,Razer Blade 18 13Gen R4060 QHD,윈도우11홈,인텔 / 코어i9-13세대 / i9-13950HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 16GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 140W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 91.7Wh / 어댑터: 280W / 충전단자: 전용포트,18,3.2,5.625,USB-PD,45696,6982,122,500,240,6.555555556,RAZER,6.666511053,159.6470852,4265780
1184,19262255,Razer Blade 18 13Gen R4070 QHD,윈도우11홈,인텔 / 코어i9-13세대 / i9-13950HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 32GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 140W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 91.7Wh / 어댑터: 280W / 충전단자: 전용포트,18,3.2,5.625,USB-PD,45696,9755,122,500,240,6.555555556,RAZER,6.844825908,153.6012708,4546230
1185,19262324,Razer Blade 18 13Gen R4080 QHD,윈도우11홈,인텔 / 코어i9-13세대 / i9-13950HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 32GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 175W / VRAM:12GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 91.7Wh / 어댑터: 330W / 충전단자: 전용포트,18,3.2,5.625,USB-PD,45696,16009,122,500,240,6.555555556,RAZER,6.996386697,127.4387377,5580000
1186,19262423,Razer Blade 18 13Gen R4090 QHD,윈도우11홈,인텔 / 코어i9-13세대 / i9-13950HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 32GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4090 / TGP: 175W / VRAM:16GB,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 91.7Wh / 어댑터: 330W / 충전단자: 전용포트,18,3.2,5.625,USB-PD,45696,17317,122,500,240,6.555555556,RAZER,7.163969161,110.3847328,6580000
1187,20609633,Razer Blade 18 13Gen R4090 QHD Mercury,윈도우11홈,인텔 / 코어i9-13세대 / i9-13950HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 32GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4090 / TGP: 175W / VRAM:16GB,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 91.7Wh / 어댑터: 330W / 충전단자: 전용포트,18,3.2,5.625,USB-PD,45696,17317,122,500,240,6.555555556,RAZER,7.163969161,110.3849029,6579990
1188,15125168,Razer Blade Pro 17 11Gen R3060 FHD,윈도우10,인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 105W / VRAM:6GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 70.5Wh / 어댑터: 230W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,20824,6697,127,250,360,6.791044776,RAZER,6.33365971,271.0213144,2426960
1189,15091553,Razer Blade Pro 17 11Gen R3060 QHD,윈도우10,인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 105W / VRAM:6GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 70.5Wh / 어댑터: 230W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,20824,6697,127,250,165,5.707711443,RAZER,6.00865971,257.1143584,2426960
1190,15194702,Razer Blade Pro 17 11Gen R3070 FHD,윈도우10,인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3070 / TGP: 105W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 70.5Wh / 어댑터: 230W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,20824,8599,127,250,360,6.791044776,RAZER,6.389571286,218.1493036,3018990
1191,15091649,Razer Blade Pro 17 11Gen R3080 FHD,윈도우10,인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 105W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 70.5Wh / 어댑터: 230W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,20824,9952,127,250,360,6.791044776,RAZER,6.493860477,191.0105031,3489740
1192,17116070,Razer Blade Pro 17 12Gen R3060 QHD,윈도우11홈,인텔 / 코어i7-12세대 / i7-12800H (2.4GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 130W / VRAM:6GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,24910,6697,127,300,165,5.818822554,RAZER,6.174665186,150.969809,4180000
1193,17762468,Razer Blade Pro 17 12Gen R3060 QHD 240,윈도우11홈,인텔 / 코어i7-12세대 / i7-12800H (2.4GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 130W / VRAM:6GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.5,6.92,USB-PD,24910,6697,127,300,240,6.235489221,RAZER,6.329146433,290.5944184,2268000
1194,18301202,Razer Blade Pro 17 12Gen R3070Ti 4K,윈도우11홈,인텔 / 코어i9-12세대 / i9-12900H (2.5GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3070 Ti / TGP: 150W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.5,6.92,USB-PD,28146,8599,127,500,144,6.146600332,RAZER,6.5213925,174.6054812,3824930
1195,17116265,Razer Blade Pro 17 12Gen R3070Ti FHD,윈도우11홈,인텔 / 코어i7-12세대 / i7-12800H (2.4GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3070 Ti / TGP: 150W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,24910,8599,127,300,360,6.902155887,RAZER,6.620142878,231.2309772,2953000
1196,17116370,Razer Blade Pro 17 12Gen R3070Ti QHD,윈도우11홈,인텔 / 코어i7-12세대 / i7-12800H (2.4GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3070 Ti / TGP: 150W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,24910,8599,127,300,240,6.235489221,RAZER,6.420142878,224.2452979,2953000
1197,17762561,Razer Blade Pro 17 12Gen R3070Ti QHD MAX,윈도우11홈,인텔 / 코어i9-12세대 / i9-12900H (2.5GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3070 Ti / TGP: 150W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.5,6.92,USB-PD,28146,8599,127,300,240,6.235489221,RAZER,6.418976922,218.8812405,3022630
1198,17116760,Razer Blade Pro 17 12Gen R3080Ti 4K,윈도우11홈,인텔 / 코어i9-12세대 / i9-12900H (2.5GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 Ti / TGP: 165W / VRAM:16GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,28146,9952,127,500,144,6.146600332,RAZER,6.4671182,105.327658,6230000
1199,17116553,Razer Blade Pro 17 12Gen R3080Ti FHD,윈도우11홈,인텔 / 코어i7-12세대 / i7-12800H (2.4GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 Ti / TGP: 165W / VRAM:16GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,24910,9952,127,300,360,6.902155887,RAZER,6.724432069,168.3818966,4083560
1200,17116637,Razer Blade Pro 17 12Gen R3080Ti QHD,윈도우11홈,인텔 / 코어i7-12세대 / i7-12800H (2.4GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 Ti / TGP: 165W / VRAM:16GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 82Wh / 어댑터: 280W / 충전단자: 전용포트,17.3,2.75,6.290909091,USB-PD,24910,9952,127,300,240,6.235489221,RAZER,6.524432069,163.3738336,4083560
1201,28600433,Razer Book 13 Entry Edition,윈도우11홈,인텔 / 코어i5-11세대 / i5-1135G7 (2.4GHz) / 쿼드(4)코어,2021.06,PDDR4x(온보드) / 램 용량: 8GB / 4266MHz / 램 교체: 불가능,내장그래픽 / Iris Xe,SSD / 256GB,배터리: 55Wh / 어댑터: 65W / 충전단자: 타입C / 최대14시간,13.4,1.34,10,USB-PD,9917,1102,169,250,60,6.169154229,RAZER,5.792690319,963.3450831,691310
1202,18918617,레노버 LEGION 5 Pro 16ARH R7 3060 WIN11 32GB램,윈도우11(설치),AMD / 라이젠7-5세대 / 6800H (3.2GHz) / 옥타(8)코어,2022.02,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 140W / VRAM:6GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 충전단자: 전용포트,16,2.49,6.425702811,USB-PD,22624,6697,138,500,165,6.536898839,LENOVO,6.358318285,402.6826189,1668990
1203,17478566,레노버 LEGION 5 Pro 16ARH R7 3070,미포함(프리도스),AMD / 라이젠7-5세대 / 6800H (3.2GHz) / 옥타(8)코어,2022.02,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3070 / TGP: 150W / VRAM:8GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 충전단자: 전용포트,16,2.49,6.425702811,USB-PD,22624,8599,138,500,165,6.536898839,LENOVO,6.414279848,379.767901,1689000
1204,17600348,레노버 LEGION 5i Pro 16IAH I7 3060,미포함(프리도스),인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 140W / VRAM:6GB / 논 옵티머스,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 충전단자: 전용포트,16,2.49,6.425702811,USB-PD,26490,1445,138,500,165,6.536898839,LENOVO,6.242952242,392.6385058,1590000
1205,19121432,레노버 LEGION Pro 5i 16IRX i9 4070 Plus,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 32GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 140W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 80Wh / 충전단자: DC,16,2.5,6.4,USB-PD,44994,9755,138,500,240,6.953565506,LENOVO,6.869500424,274.8899729,2499000
1206,19243235,레노버 LEGION Pro 5i 16IRX i9 4070 Plus 64GB램,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 64GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 140W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 80Wh / 충전단자: DC,16,2.5,6.4,USB-PD,44994,9755,138,500,240,6.953565506,LENOVO,6.998532682,257.3945723,2718990
1207,19519199,레노버 LEGION Pro 5i 16IRX i9 4070 Plus W11P 64GB램,윈도우11프로,인텔 / 코어i9-13세대 / i9-13900HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 64GB / 5600MHz / 램 교체: 가능,외장그래픽 / RTX4070 / TGP: 140W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 80Wh / 충전단자: DC,16,2.5,6.4,USB-PD,44994,9755,138,500,240,6.953565506,LENOVO,6.998532682,240.5829062,2998990
1208,19927526,레노버 LEGION Pro 7i 16IRX i9 4080 Plus W11P 64GB램,윈도우11프로,인텔 / 코어i9-13세대 / i9-13900HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 175W / VRAM:12GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 충전단자: DC,16,2.8,5.714285714,USB-PD,44994,16009,138,500,240,6.953565506,LENOVO,7.305710477,176.5517273,4228000
1209,27988187,레노버 LEGION Pro 7i 16IRX i9 4080 Plus WIN11,윈도우11(설치),인텔 / 코어i9-13세대 / i9-13900HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 32GB / 램 교체: 가능,외장그래픽 / RTX4080 / TGP: 175W / VRAM:12GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 충전단자: DC,16,2.8,5.714285714,USB-PD,44994,16009,138,500,240,6.953565506,LENOVO,7.241244335,183.4619796,4037000
1210,19473065,레노버 LEGION Pro 7i 16IRX i9 4090 Plus W11 64GB램,윈도우11홈,인텔 / 코어i9-13세대 / i9-13900HX (2.2GHz) / 24코어(8P+16E),2023.01,DR5 / 램 용량: 64GB / 램 교체: 가능,외장그래픽 / RTX4090 / TGP: 175W / VRAM:16GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 충전단자: DC,16,2.8,5.714285714,USB-PD,44994,17317,138,500,240,6.953565506,LENOVO,7.34416071,151.7705288,4928990
1211,27942449,레노버 LEGION Slim 5 14APH R7 4060 Plus,미포함(프리도스),AMD / 라이젠7(Zen4) / 7840HS (3.8Hz) / 옥타(8)코어,2023.05,PDDR5x(온보드) / 램 용량: 32GB / 6400MHz / 램 교체: 불가능,외장그래픽 / RTX4060 / TGP: 105W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 73.6Wh / 충전단자: 전용포트,14.5,1.7,8.529411765,USB-PD,24729,6982,152,400,120,6.412935323,LENOVO,6.463174386,326.4229488,1980000
1212,20083289,레노버 LEGION Slim 5i 16IRH i7 4060 32GB램,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13700H (2.4GHz) / 14코어(6P+8E),2023.01,DR5 / 램 용량: 32GB / 5200MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 125W / VRAM:8GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 80Wh / 충전단자: 전용포트,16,2.4,6.666666667,USB-PD,28708,1445,138,300,165,6.092454395,LENOVO,6.14565936,327.2449073,1878000
1213,20370422,레노버 LEGION Slim 7i 16IRH i9 4070 Plus,미포함(프리도스),인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),2023.01,DR5 / 램 용량: 32GB / 5600MHz / 램 교체: 가능(1슬롯),외장그래픽 / RTX4070 / TGP: 115W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 충전단자: 전용포트,16,2,8,USB-PD,30294,1445,138,430,165,6.381343284,LENOVO,6.529919683,272.1934007,2399000
1214,20328581,레노버 LEGION Slim 7i 16IRH i9 4070 Plus W11,윈도우11홈,인텔 / 코어i9-13세대 / i9-13900H (2.6GHz) / 14코어(6P+8E),2023.01,DR5 / 램 용량: 32GB / 5600MHz / 램 교체: 가능(1슬롯),외장그래픽 / RTX4070 / TGP: 115W / VRAM:8GB,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 충전단자: 전용포트,16,2,8,USB-PD,30294,1445,138,430,165,6.381343284,LENOVO,6.529919683,265.5518375,2549000
1215,20501879,레노버 LOQ 16IRH i7 4060,미포함(프리도스),인텔 / 코어i7-13세대 / i7-13620H (2.4GHz) / 10코어(6P+4E),2023.01,DR5 / 램 용량: 16GB / 5200MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 115W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 60Wh / 어댑터: 170W / 충전단자: 전용포트,16,2.55,6.274509804,USB-PD,27017,595,138,350,144,6.086898839,LENOVO,5.862137422,433.0199458,1353780
1216,20656664,레노버 LOQ 16IRH i7 4060 WIN11 32GB램,윈도우11(설치),인텔 / 코어i7-13세대 / i7-13620H (2.4GHz) / 10코어(6P+4E),2023.01,DR5 / 램 용량: 32GB / 5200MHz / 램 교체: 가능,외장그래픽 / RTX4060 / TGP: 115W / VRAM:8GB / MUX 스위치,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 60Wh / 어댑터: 170W / 충전단자: 전용포트,16,2.55,6.274509804,USB-PD,27017,595,138,350,144,6.086898839,LENOVO,5.926653551,415.9872502,1514720
1217,19925345,레노버 V14 Gen3 ABA 82TU002VKR 8GB램,미포함(프리도스),AMD / 라이젠5-4세대 / 5625U (2.3GHz) / 헥사(6)코어,2022.01,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 1개,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,14,1.5,9.333333333,USB-PD,15182,1022,157,300,60,5.981757877,LENOVO,5.679938914,1225.233814,463580
1218,13726622,레노버 V15 Gen2 82KD000UKR,미포함(프리도스),AMD / 라이젠5-4세대 / 5500U (2.1GHz) / 헥사(6)코어,2021.01,DR4 / 램 용량: 4GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 38Wh / 충전단자: DC,15.6,1.7,9.176470588,,13180,1022,141,250,60,5.472636816,LENOVO,5.42805052,1026.290512,528900
1219,13726703,레노버 V15 Gen2 82KD000VKR,미포함(프리도스),AMD / 라이젠7-4세대 / 5700U (1.8GHz) / 옥타(8)코어,2021.01,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 38Wh / 충전단자: DC,15.6,1.7,9.176470588,,15832,1299,141,250,60,5.472636816,LENOVO,5.576194257,963.0732741,579000
1220,13726766,레노버 V15 Gen2 82KD000WKR,윈도우10,AMD / 라이젠5-4세대 / 5500U (2.1GHz) / 헥사(6)코어,2021.01,DR4 / 램 용량: 4GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 38Wh / 충전단자: DC,15.6,1.7,9.176470588,,13180,1022,141,250,60,5.472636816,LENOVO,5.42805052,1265.309336,518990
1221,17251811,레노버 V15 Gen3 ABA 82TV0001KR,미포함(프리도스),AMD / 라이젠5-4세대 / 5625U (2.3GHz) / 헥사(6)코어,2022.01,DR4 / 램 용량: 4GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,15.6,1.7,9.176470588,USB-PD,15182,1022,141,250,60,5.472636816,LENOVO,5.536780316,1318.281028,420000
1222,18576248,레노버 V15 Gen3 ABA 82TV002WKR,윈도우11홈,AMD / 라이젠7-4세대 / 5825U (2.0GHz) / 옥타(8)코어,2023.01,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,15.6,1.7,9.176470588,USB-PD,18425,1299,141,300,60,5.583747927,LENOVO,5.595319864,792.2576799,796250
1223,18576188,레노버 V15 Gen3 ABA 82TV002XKR,미포함(프리도스),AMD / 라이젠7-4세대 / 5825U (2.0GHz) / 옥타(8)코어,2023.01,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,15.6,1.7,9.176470588,USB-PD,18425,1299,141,300,60,5.583747927,LENOVO,5.595319864,800.4749448,699000
1224,18576068,레노버 V15 Gen3 ABA 82TV002YKR,윈도우11홈,AMD / 라이젠5-4세대 / 5625U (2.3GHz) / 헥사(6)코어,2022.01,DR4 / 램 용량: 4GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,15.6,1.7,9.176470588,USB-PD,15182,1022,141,300,60,5.583747927,LENOVO,5.537055798,1180.634086,558990
1225,18575975,레노버 V15 Gen3 ABA 82TV0030KR,미포함(프리도스),AMD / 라이젠5-4세대 / 5625U (2.3GHz) / 헥사(6)코어,2022.01,DR4 / 램 용량: 4GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,15.6,1.7,9.176470588,USB-PD,15182,1022,141,300,60,5.583747927,LENOVO,5.633130179,516.8009338,1090000
1226,18921869,레노버 V15 Gen3 ABA 82TV0030KR 12GB램,미포함(프리도스),AMD / 라이젠5-4세대 / 5625U (2.3GHz) / 헥사(6)코어,2022.01,DR4 / 램 용량: 12GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,15.6,1.7,9.176470588,USB-PD,15182,1022,141,300,60,5.583747927,LENOVO,5.665388243,519.7603893,1090000
1227,18593180,레노버 V15 Gen3 ABA 82TV0030KR 8GB램,미포함(프리도스),AMD / 라이젠5-4세대 / 5625U (2.3GHz) / 헥사(6)코어,2022.01,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,15.6,1.7,9.176470588,USB-PD,15182,1022,141,300,60,5.583747927,LENOVO,5.553184831,897.1219436,619000
1228,18575873,레노버 V15 Gen3 ABA 82TV0031KR,미포함(프리도스),AMD / 라이젠3-4세대 / 5425U (2.7GHz) / 쿼드(4)코어,2021.01,DR4 / 램 용량: 4GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB,배터리: 45Wh / 어댑터: 65W / 충전단자: DC,15.6,1.7,9.176470588,USB-PD,11555,906,141,300,60,5.583747927,LENOVO,5.495628565,732.7504754,750000
1229,19991075,레노버 V15 Gen4 AMN 82YU000CKR,미포함(프리도스),AMD / 라이젠3(Zen2) / 7320U (2.4GHz) / 쿼드(4)코어,2023.01,PDDR5(온보드) / 램 용량: 8GB / 5500MHz / 램 교체: 불가능,내장그래픽 / Radeon 610M,M.2(NVMe) / 256GB / 저장 슬롯: 1개,배터리: 47Wh / 어댑터: 65W / 충전단자: DC,15.6,1.65,9.454545455,USB-PD,9218,537,141,300,60,5.583747927,LENOVO,5.505071063,1123.48389,490000
1230,19427501,레노버 게이밍 3 15ACH R7 3060 PRO W11 32GB램,윈도우11홈,AMD / 라이젠7-4세대 / 5800H (3.2GHz) / 옥타(8)코어,2021.01,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3060 / TGP: 90W / VRAM:6GB,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 60Wh / 충전단자: 전용포트,15.6,2.25,6.933333333,,20510,1299,141,300,165,6.16708126,LENOVO,5.901015279,472.0812223,1340000
1231,28927709,레노버 씽크북 14 Gen3 ACL-21A20052KR 16GB램,미포함(프리도스),AMD / 라이젠7-4세대 / 5800U (1.9GHz) / 옥타(8)코어,2021.01,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 45Wh / 충전단자: 타입C,14,1.4,10,USB-PD,18667,1299,157,300,60,5.981757877,LENOVO,5.788110762,838.8566322,690000
1232,28927517,레노버 씽크북 14 Gen3 ACL-21A20052KR WIN11,윈도우11(설치),AMD / 라이젠7-4세대 / 5800U (1.9GHz) / 옥타(8)코어,2021.01,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 506GB / 저장 슬롯: 2개,배터리: 45Wh / 충전단자: 타입C,14,1.4,10,USB-PD,18667,1299,157,300,60,5.981757877,LENOVO,5.788135755,706.5250422,909240
1233,28927610,레노버 씽크북 14 Gen3 ACL-21A20052KR WIN11 16GB램,윈도우11(설치),AMD / 라이젠7-4세대 / 5800U (1.9GHz) / 옥타(8)코어,2021.01,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / Radeon Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 45Wh / 충전단자: 타입C,14,1.4,10,USB-PD,18667,1299,157,300,60,5.981757877,LENOVO,5.788110762,730.7205769,882110
1234,28925267,레노버 씽크북 14 Gen4 IAP 21DH00AEKR 16GB램,미포함(프리도스),인텔 / 코어i3-12세대 / i3-1215U (1.2GHz) / 헥사코어(2P+4E),2022.01,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / UHD Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 60Wh / 충전단자: 타입C,14,1.4,10,USB-PD,11181,595,157,300,60,5.981757877,LENOVO,5.806137024,873.3134324,664840
1235,28925156,레노버 씽크북 14 Gen4 IAP 21DH00AEKR WIN11,윈도우11(설치),인텔 / 코어i3-12세대 / i3-1215U (1.2GHz) / 헥사코어(2P+4E),2022.01,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능(1슬롯),내장그래픽 / UHD Graphics,M.2(NVMe) / 256GB / 저장 슬롯: 2개,배터리: 60Wh / 충전단자: 타입C,14,1.4,10,USB-PD,11181,595,157,300,60,5.981757877,LENOVO,5.77387896,780.5598085,829710
